COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.481731970983494,77611
2,5.590593863384755,123749
3,5.603696740839181,61703
4,5.533111017461568,163731
5,5.422375997373642,350295
6,5.497651541766884,185015
7,5.538970633503663,211159
8,5.615661183039991,292264
9,5.36173172177611,204109
10,5.371972173519597,176810
11,5.341544281263907,22470
12,5.677523121582394,29626
13,5.415614314702658,1286230
14,5.42296618382128,78424
15,5.482225165039333,50594
16,5.6020954674841255,91340
