COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.652413726915008,72937
2,5.738901082139195,118007
3,5.757274227776469,59374
4,5.767536138149597,154615
5,5.692212848602555,329530
6,5.720975509434608,175047
7,5.77364855328158,198380
8,5.853933653342456,280617
9,5.6471514755729695,192942
10,5.6074566652053885,168802
11,5.505916810462265,22022
12,5.877531612498693,28707
13,5.661652328770473,1226935
14,5.667576805533216,74604
15,5.765301629238221,47691
16,5.843858901569679,86833
