COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.206205701685305,63490
2,5.282337708198458,118937
3,5.271306227382142,61069
4,5.304572916666666,144000
5,5.26148620159274,336778
6,5.299183631875722,176636
7,5.322025250864448,200706
8,5.357993410980883,408255
9,5.226135684838277,204238
10,5.188577758702688,172418
11,5.18978701444924,21316
12,5.507741563680604,31234
13,5.268529539700334,1294309
14,5.275275119004965,78148
15,5.393419346183086,44722
