COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.158792859255109,64251
2,5.312346588119784,118146
3,5.310219379341363,60033
4,5.282872491483811,142963
5,5.255497605712852,334964
6,5.297606264238206,174706
7,5.345637492083597,197375
8,5.36546571620847,401210
9,5.190316478827329,202478
10,5.22036893577116,171683
11,5.192108357240277,21263
12,5.520298095146317,31131
13,5.256338898762198,1282920
14,5.2691339105560235,78306
15,5.420353962698799,45146
