COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.7801552389601545,70472
2,5.767463033953998,116864
3,5.849920459261308,57832
4,5.812368456285982,149380
5,5.744006158717889,320846
6,5.744753790222316,169713
7,5.862442970376133,190252
8,5.911037671344382,276417
9,5.7628511030408145,184490
10,5.726149581074421,162320
11,5.882115548003399,21186
12,6.005549834889749,28163
13,5.7359817480245425,1213896
14,5.731171042896827,71637
15,5.805952866871468,46549
16,5.861416046475857,84517
