COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.07342398166768,85532
2,5.450122796991088,129482
3,5.425223020691364,64568
4,5.230155870514589,175402
5,5.161948172944631,369228
6,5.244404195446406,195450
7,5.304316398552542,223288
8,5.281399557546347,310541
9,5.267776230069264,208911
10,5.173925382583448,183228
11,5.245923555711405,22814
12,5.449579121843414,30769
13,5.162765608468735,1353496
14,5.278111194981006,80813
15,5.174594443928273,53815
16,5.311720433433341,96993
