COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.320461228339467,108146
2,5.360506496730944,120830
3,5.372881089410951,63594
4,5.398651362392199,145406
5,5.315965859310968,353830
6,5.3344818705375,182493
7,5.328884687912946,212649
8,5.380711239067696,432091
9,5.2424005495189405,216917
10,5.246860983102919,260400
11,5.218234173771086,22052
12,5.4802844725404976,32903
13,5.309512683972206,1355096
