COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.19232401449495,72577
2,5.2979661155671955,122180
3,5.362215282880236,59884
4,5.287806320604065,152169
5,5.219039503280649,332099
6,5.2704044660502944,176084
7,5.346843291707347,195631
8,5.424743738051885,286133
9,5.1844585309403515,193566
10,5.188666061071903,171732
11,5.152900051786639,23172
12,5.440449251799993,30139
13,5.211443354849094,1267443
14,5.216640443745166,74998
15,5.365635486577181,47680
16,5.425120378867702,88263
