COD_REG_RBD,PROM_GRAL,n_estudiantes
1,4.967183671029825,66924
2,5.086464769751061,117981
3,5.114510094711652,59338
4,5.143736664358688,141538
5,5.057552764882934,325927
6,5.151035092444059,170806
7,5.171136772863997,192158
8,5.213978500269074,380935
9,4.944414998733215,197350
10,4.976530090521399,172114
11,4.953277678938004,21921
12,5.358907515033427,29767
13,5.037525298790354,1256483
14,5.026740227570769,75493
15,5.107669452578929,46783
