COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.32440997517121,73302
2,5.4528325766730905,122468
3,5.4266834278908975,60457
4,5.35017103025522,154651
5,5.275315875886355,336208
6,5.315059871306247,177631
7,5.377767869737823,198492
8,5.475106704497469,286539
9,5.201946597937088,195161
10,5.234951890933403,172005
11,5.133025076347369,23249
12,5.482845103657509,29665
13,5.250484320874335,1286647
14,5.247787130416369,75558
15,5.439784835855216,48707
16,5.45245704564786,88175
