COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.3794105584967555,107288
2,5.40309605737739,120605
3,5.401672897196262,64200
4,5.402683277102473,145531
5,5.35641772105702,356209
6,5.375281481724165,183138
7,5.332487458330039,215083
8,5.404838143516851,438722
9,5.2591172831897595,219051
10,5.2533209231921845,261614
11,5.223147403235899,22374
12,5.521216118973375,33352
13,5.359547806692663,1348671
