COD_REG_RBD,PROM_GRAL,n_estudiantes
0,6.240174672489083,229
1,5.41637819347743,107289
2,5.440861252853498,119152
3,5.404845524970146,65318
4,5.438366708556442,146416
5,5.389991381529611,357372
6,5.396858890274382,185253
7,5.374515684857739,220053
8,5.441518692850457,444448
9,5.303871268864045,224965
10,5.308287031429782,264208
11,5.22248594360273,23299
12,5.5803207603207605,33670
13,5.399987884136445,1337090
