COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.482339090236331,104049
2,5.451226125713898,118014
3,5.4840093713393205,64025
4,5.488357681971525,139912
5,5.483458118789488,340451
6,5.464785385993612,179718
7,5.387576679934441,213550
8,5.513138357600898,431028
9,5.383196419548113,207795
10,5.3721144956691145,252027
11,5.343341652553703,22438
12,5.550338366973019,33839
13,5.463302366295593,1269199
