COD_REG_RBD,PROM_GRAL,n_estudiantes
1,4.998932120799206,67517
2,5.1814222702921935,118346
3,5.229410959372968,58434
4,5.196679912198358,141683
5,5.115009104873275,322904
6,5.187719144306197,170949
7,5.248023476336128,189297
8,5.287449377601105,375081
9,5.011294907978309,193813
10,5.038520033901277,171085
11,5.006107044830741,21860
12,5.409452082490901,29676
13,5.074931030721804,1246932
14,5.112416043507818,73550
15,5.1617967117029755,46407
