COD_REG_RBD,PROM_GRAL,n_estudiantes
1,4.87949769728561,67529
2,5.164901492537313,117250
3,5.096990994583458,60186
4,5.133044082647065,142437
5,5.057428979622528,332475
6,5.1154255196835905,173952
7,5.1445410534073,195404
8,5.176528451866855,392505
9,4.9926468398534825,201478
10,4.950770627129062,174079
11,4.9577161055505,21980
12,5.373573855363209,30905
13,5.029530698076041,1288957
14,4.922944782180965,79286
15,5.010444301885231,48323
