COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.05727393965645,87731
2,5.4292351904360485,130490
3,5.370259941203775,64630
4,5.251641448218439,174145
5,5.182361940563548,366038
6,5.237190539572029,195340
7,5.290055189364317,223775
8,5.277540688334659,308135
9,5.265433511618887,208841
10,5.184165051323847,181592
11,5.269565608014016,22261
12,5.44666338905277,30510
13,5.170516042472693,1345335
14,5.312551711997183,79527
15,5.189260270938688,54182
16,5.336630428017179,96398
