COD_REG_RBD,PROM_GRAL,n_estudiantes
1,5.10374715278915,67171
2,5.174437787399724,119172
3,5.127000961068303,59309
4,5.169676337828832,145553
5,5.1282123654670135,324177
6,5.1999668118406035,171748
7,5.270501332041657,189934
8,5.307463626730582,374657
9,5.040946008282496,192937
10,5.047263959095927,172110
11,5.020485319747955,22377
12,5.333899761967733,30248
13,5.099149248363893,1248543
14,5.088925041853432,74068
15,5.22297239276974,46582
