COD_REG_RBD,PROM_GRAL,n_estudiantes
1,4.967884612501312,66697
2,5.204338304924242,118272
3,5.184265145068989,59937
4,5.1992791634943805,143167
5,5.1556525035671426,335002
6,5.204375387227794,174316
7,5.141072043520575,200365
8,5.223082785867254,400177
9,5.079123328380386,203246
10,5.124758238391686,173001
11,5.066496033942077,21684
12,5.33100588719377,31594
13,5.1728418102914215,1283263
14,5.141043502623401,78524
15,5.2488664662945475,46580
